Action taken,Cause,"City, County",Emissions estimation method,Event began,Event ended,Physical location,Regulated entity RN number,Regulated entity name,This is based on the,Type(s) of air emissions event,report_id
Start up procedures are being implemented and the unit is being brought online as quickly as can be safely accomplished in order to minimize flaring.,Unit restarting after Hurricane Harvey. Reportable quantity exceeded 9/11/17 @ 20:00 hrs,"PORT NECHES, JEFFERSON",Engineering Calculations,09/10/2017 9:00PM,09/13/2017 9:00PM,,RN100219252,HUNTSMAN PORT NECHES,INITIAL REPORT,EMISSIONS EVENT,267591
FLARING WAS USED TO MINIMIZE EMISSIONS AND RETURN THE PLANT TO NORMAL OPERATION.,PLANT HIGH LINE PRESSURE AND FLARING IN FIELD UNTIL PLANT CAN DEPRESSURIZE,", YOAKUM","Gas analysis and flowrate were used to estimate emissions based on the following formulas: Emissions Calculations: NOx = MCF flared x NOx factor from RG-109 x BTU/scf x 1000 scf/MCF x MMBTU/1000000 BTU CO = MCF flared x CO factor from RG-109 x BTU/scf x 1000 scf/MCF x MMBTU/1000000 BTU Gas was flared to reduce the hydrocarbon and/or H2S emissions to the atmosphere. NMNE NG = MCF flared x 50 lb/mole x mole/.379 MCF x mol % NMNE NG x 0.02 NMNE NG % = 100% - Methane % - Ethane % - Carbon Dioxide % - Nitrogen % H2S = MCF flared x 34 lb/mole x mole/.379 MCF x mol % H2S/100 x 0.02 SO2 = MCF flared x 64 lb/mole x mole/.379 MCF x mol % H2S/100 x 0.98 Attachment A - Rule Compliance Demonstration Request This information request was extracted from TCEQ Rule 101 .222(a-b) regarding demonstration criteria. These responses should be addressed under the appropriate sections of the final report for the incident eg; Cause of Emissions Event, Actions Taken to Minimize Emissions, and Any Additional Information Necessary to Evaluate the Event. (1) How many reportable and recordable emissions events (including this incident) have occurred at the facility/facilities contributing emissions during this incident for the 12 month period prior to this incident? ~7 (2) What were the facility/facilities total actual operating hours during the past 12 months? 8760 (3) Identify the cause or causes of the emissions event and include all contributing factors that led to the emissions event. Discuss how the emissions event could not have been avoided by good design, maintenance, and operation practices, if applicable. Discuss any sudden breakdown of equipment or process that was beyond the owner/operator’s control, if applicable PLANT HIGH LINE PRESSURE AND FLARING IN FIELD UNTIL PLANT CAN DEPRESSURIZE. FLARING WAS USED TO MINIMIZE EMISSIONS.(4) How were the air pollution control equipment or processes (if any) maintained and operated in a manner consistent with good practice for minimizing emissions and reducing the number of emissions events? Flaring was used to minimize emissions. Flares were properly operated. (5) How soon was action taken to achieve compliance once the operator knew or should have known that applicable emission limitations were being exceeded? Once the control panel shut the compressor down gas was immediately routed to the flare (6) How were the amount and duration of the unauthorized emissions and any bypass of pollution control equipment minimized? Emissions were minimized by use of a flare. The flare is the control device, functioned properly, and there was no pollution control equipment bypass. (7) What was the operational status of all emission monitoring systems at the facility/facilities during this emissions event? If any emission monitoring systems were not kept in operation during the emissions event, explain why they weren’t kept in operation. No monitoring systems are required for this site. Field gas production from this site was diverted to the flare and the flare remained ignited until the pressures dropped below the rated pressures for the equipment at this site. (8) How were the owner or operator’s actions in response to the unauthorized emissions contemporaneously documented? The TCEQ STEERS reporting system was used to provide initial notice of the event. T h e emis sion estimates were calculated by use of the gas flow rate and gas analysis. (9) Have other similar inciden ts occurred at this/these facility/fac i",09/12/2017 9:00AM,09/13/2017 9:00AM,"FROM COUNTY ROAD 370 AND WESTHAVEN DRIVE, GO NORTH ON WESTHAVEN DRIVE FOR 1.1 MILES AND TURN RIGHT. GO 0.1 MILES AND SITE WILL BE ON THE RIGHT",RN106492937,CORNELL FIELD FLARE SITE,INITIAL REPORT,EMISSIONS EVENT,267592
Used aternative power to pump down Lift Stations,"220 Oakglen Drive - Route was to the drainage ditch leading to Lynn's Bayou. Heavy rainfall due to Hurricane Harvey causing rain water intrusion. No fish kills, lab samples or field measurement.","PORT LAVACA, CALHOUN",TCEQ received fax 9/11/17 9/8/17 received verbal notification,08/30/2017 4:00PM,08/31/2017 8:30AM,SOUTHEAST CORNER OF THE INTERSECTION OF NEWLIN STREET AND COMMERCE STREET,RN101612893,CITY OF PORT LAVACA,INITIAL REPORT,WASTEWATER BYPASS,267593
,,"COTULLA, LA SALLE",,09/01/2017 7:00AM,09/06/2017 7:00AM,FROM COTULLA GO NW ON FM 468 GOT 3.2 MI TURN L ON VALLEY WELLS RD FOLLOW AROUND TO THE W FOR 4.0 MI TO LEASE GATE TURN R HEADING N FOR ABOUT 0.5 MI TO FACILITY,RN106565526,WHITWELL CENTRAL PRODUCTION FACILITY,INITIAL REPORT,,267594
,,"COTULLA, LA SALLE",,09/01/2017 7:00AM,09/06/2017 7:00AM,PROCEED 7 MI ON FM 468 FROM INTX W I 35 IN COTULLA TURN LEFT HEADING SOUTH ON LEASE RD AND FOLLOW AROUND TO FACILITY 1.5 MI TO FACILITY ON LEFT,RN106054331,RITCHIE FARMS NORTH FACILITY,INITIAL REPORT,,267595
,"Aug 27: Cleaned out the lift station and site locations Army Core of Engineers wired generators, had to rewire them correctly. Could not manage to correct nature (Huricane Harvey) did as much as could be done. Date reported 9/4/17 TCEQ received fax 9/6/17","INGLESIDE, SAN PATRICIO",,08/27/2017 3:00PM,09/02/2017 8:00AM,LOCATED ON THE SE CORNER OF AVE B & 8TH APPROX .10 MI SW OF INTERSECTION OF 8TH & FM 1069,RN101920239,CITY OF INGLESIDE,FINAL REPORT,WASTEWATER BYPASS,267596
,Pump did not start. Floats were tangled. Facility was washed out.,", WEBB",,08/29/2017 9:00PM,08/30/2017 7:10AM,"Approximately 2,000 ft E of the Rio Grande, 10,000 ft W of U.S. Hwy 83 and approximately 13,000 ft SSW from the intersection of U.S. Hwy 83 and Magana Hein Rd (Webb County), Texas",RN101717601,WEBB COUNTY REGIONAL WWTF,FINAL REPORT,WASTEWATER BYPASS,267598
,In front of lift station #147 (7940 Ruben M. Torres Blvd.),"BROWNSVILLE, CAMERON",,08/04/2017 8:00AM,08/04/2017 10:00AM,3208 ROBINDALE RD 0.5 MI N FM 802 ON ROBINDALE RD,RN102180205,BROWNSVILLE PUB ROBINDALE WWTP,FINAL REPORT,WASTEWATER BYPASS,267601
,The collection system manhole located at 18435 Weeping Springs Dr Cause: The collection system was elevated due to Hurricane Harvey and overflowed through one manhole. Estimated volume: 28 gallons Actions taken: The area was washed down and disinfected with calcium hypochlorite. A subcontractor pumped out the manhole and the rest of the collection system in vicinity. The LS serves this area of the collection system is not yet online so the collection system here has to be monitored and pumped down and hauled away. During the hurricane usual maintenance and haul away was not possible.,"TOMBALL, HARRIS",,08/31/2017 1:45PM,08/31/2107 2:40PM,3000 FT E AND 1300 FT S OF THE INTERSECTION OF TELGE RD AND GRANT RD IN HARRIS COUNTY TX,RN104743323,NORTHWEST HARRIS COUNTY MUD 5,FINAL REPORT,WASTEWATER BYPASS,267604
,"Aug 27: Had vacuum trucks cleanout lift station and site location. Sept 2: Had Army Core Engineers wire generators, Had to rewire to correct. Sas as much as could before Hurrican Harvey TCEQ received fax 9/6/17 Other communication as indicated 9/4/17","INGLESIDE, SAN PATRICIO",,08/27/2017 3:00PM,09/02/2017 8:00AM,LOCATED ON THE SE CORNER OF AVE B & 8TH APPROX .10 MI SW OF INTERSECTION OF 8TH & FM 1069,RN101920239,CITY OF INGLESIDE,FINAL REPORT,WASTEWATER BYPASS,267615
,"Aug 27: Vacuum trucks cleaned out Lift Station and site location. Sept 2: Army Core Engineers wired generators, had to correct wiring. Did as much as could be done before Hurricane Harvey. TCEQ received Fax 9/6/17 Other communication 9/4/17","INGLESIDE, SAN PATRICIO",,08/27/2017 3:00PM,09/02/2017 8:00AM,LOCATED ON THE SE CORNER OF AVE B & 8TH APPROX .10 MI SW OF INTERSECTION OF 8TH & FM 1069,RN101920239,CITY OF INGLESIDE,FINAL REPORT,WASTEWATER BYPASS,267618
Activity was shutdown; onsite personnel and third-party contractors responded for cleanup/recovery efforts.,A flange was inadvertently left open which resulted in the release of approximately 20 gallons (114 lbs) of product during a product transfer.,"DEER PARK, HARRIS","Per visual assessment, it is estimated that approximately 20 gallons (114 lbs) were released. Due to the characteristics of the product, it was conservatively estimated that all material evaporated to atmosphere.",09/13/2017 7:30AM,09/13/2017 10:30AM,,RN100225093,VOPAK TERMINAL DEER PARK,INITIAL REPORT,EMISSIONS EVENT,267624
More information will be available upon approval of the investigation report.,"On September 3, 2017, the Texas Commission on Environmental Quality Laredo Regional Office received a complaint.","COTULLA, LA SALLE","Complaint is regarding STEERS incident # 266715 which was assigned for review under the emissions events and scheduled maintenance, start-up, and shutdown activities rules. Refer to incident report # 266715 for additional information.",09/01/2017 7:00AM,09/06/2017 7:00AM,"FROM I-35 SOUTH IN COTULLA, TAKE EXIT 67 AND HEAD WEST ON FARM TO MARKET ROAD 468 FOR 9.5 MILES. TURN RIGHT ON TO HARVEY SMITH RD. AND GO 1.4 MILES. CONTINUE ON AYALA RD. FOR ANOTHER 1.1 MILES. TURN RIGHT ON LEASE ROAD AND GO 0.4 MILE TO THE SITE.",RN107057937,SCOTT NORTH SALES FACILITY,INITIAL REPORT,,267625
,DESCRIPTION: STORM DRAIN/DOMESTIC WW CAUSE:UNKNOWN BLOCKAGE AMOUNT OF SPILL: 20 DANGER: NO ACTIONS TAKEN: SECURE COMPONENT REPORTED BY: DAVID VERA,"AUSTIN, TRAVIS",,04/24/2017 7:40AM,04/24/2017 8:57AM,,RN101607901,WALNUT CREEK WWTP,FINAL REPORT,WASTEWATER BYPASS,267626
,"Source: a collection system manhole located at 10406 Glenkirk Drive Actions taken: the area was vactored, dininfected with calcium hypochlorite and washed down with fresh water by a subcontractor A subcontractor was dispatched to jet the main line to clear the blockage.",", HARRIS",,09/10/2017 6:00PM,09/10/2017 8:20PM,HARRIS,RN101178929,KIRKMONT MUD,FINAL REPORT,WASTEWATER BYPASS,267627
,DESCRIPTION: CREEK/DOMESTIC WW CAUSE:BROKEN PIPE AMOUNT OF SPILL: 300 DANGER: NO ACTIONS TAKEN: REPAIRED COMPONENT REPORTED BY: DAVID VERA,"AUSTIN, TRAVIS",,06/10/2017 11:37AM,06/10/2017 4:13PM,,RN101607901,WALNUT CREEK WWTP,FINAL REPORT,WASTEWATER BYPASS,267628
,"Release of partially treated activated sludge Cause: communication failure between blowers/HMI Location: Main WWTP Discharge route: segment 2439 of the bays and estuaries Est volume: 135,000 gallons Actions taken: All UV lamps on and dilution occurred immediately due to high water in the bay All UV lamps on and shut off flow from basin that failure occurred.","GALVESTON, GALVESTON",,09/12/2017 10:15AM,09/12/2107 10:25AM,5200 PORT INDUSTRIAL GALVESTON COUNTY,RN101607091,CITY OF GALVESTON MAIN PLANT,FINAL REPORT,WASTEWATER BYPASS,267629
,DESCRIPTION: CONTAINED/DOMESTIC WW CAUSE:DEBRIS AMOUNT OF SPILL: 5 DANGER: NO ACTIONS TAKEN: REPAIR COMPONENT REPORTED BY: DAVID VERA,"AUSTIN, TRAVIS",,03/17/2017 2:07PM,03/17/2017 2:35PM,,RN101607901,WALNUT CREEK WWTP,FINAL REPORT,WASTEWATER BYPASS,267630
This complaint has been assigned and will be further investigated by an Environmental Investigator.,The San Antonio Regional Office received a complaint concerning other and emissions.,"CHARLOTTE, ATASCOSA",More information will be available upon approval of the investigation report.,09/05/2017,09/05/2017,,RN104048137,GENERIC INCIDENT ZIP CODE 78011,INITIAL REPORT,,267631
,"Hurricane Harvey. First time safely made to the site to access was 9/5/2017. At this time site was in full compliance. Rainfall for Pasadena was recorded at 45.74"" of rain = to 23.5-34.5 million gal received on site. Had 9.92 MG in the ponds prior to Harvey (8/25/17) Pond gauges show now have 20.61 MG of water onsite (9-5-17) Est diluted/untreated rainfall water that left the site is 12-24 MG (based on water volume prior to, estimated vol received and volume of water prior to event) Potential danger: No risk to human health and safety or the environment. Assume an est 12-24 MG of rain water/diulted untreated site water entered Harris Co ditch and Houston ship channel from Hurrican Harvey rainfall. Actions Taken: Kept on-site untreated water levels low (<10 MG) Maximized permit loading levels at >70% of limiting consituent. Keep plant in automatic discharging mode to safely discharge treated effluent at a rate of 35gpm (573,492 gal) Continue to maximize discharge loading of limiting constituent (phosporus) to reduce amount of water on site and create viable free-board levels on all ponds","PASADENA, HARRIS",,08/25/2017 10:30PM,08/30/2017 10:30PM,ON THE HOUSTON SHIP CHANNEL AT THE POINT WHERE JEFFERSON RD TERMINATES AT THE HOUSTON SHIP CHANNEL,RN101520567,GYPSUM PILE,FINAL REPORT,WASTEWATER BYPASS,267632
